H, 10.1195495159, 8.9070098911, 4.7610570778
H,  8.7143741188, 9.0315536478, 5.4553693626
H, -1.1451579277, 1.1641052586,10.1891981484
H, -1.7118399027, 0.8033108675,11.6965295899
H,  8.9699711397,-0.3323977023, 3.0482011461
H,  8.6774231144,-1.6345815850, 3.9437612635
H, 13.1767949792, 7.2115292245,10.5175079523
H, 14.7036639834, 6.9035323712,10.0177555730
H, 11.3238204566, 9.9493641136, 2.7809087066
H, 12.3784166696, 8.9220943312, 2.9427647814
H,  6.8074891460, 5.2055997509,-0.8793233301
H,  8.3483912728, 5.1673298611,-1.2264818390
H,  3.9244526102, 9.6565519878,11.5272041872
H,  4.8941452670,10.4469829337,12.6403134185
H,  8.7146572946, 9.4642884727, 8.4526837532
H,  9.1598607435,10.8701766927, 8.9516382863
H,  6.0713148201,12.4259449939,10.1013608733
H,  4.9910000995,11.8516359251,10.9891275536
H, 13.3015963915, 3.5065733481, 6.8457217477
H, 11.8916193503, 2.8610476581, 6.4047375474
H,  8.3277259527,11.3670867205, 0.5379070576
H,  8.0191201105, 9.8349652418, 0.1565877288
H,  0.7298349418,11.0243912317, 1.2758259536
H,  1.6573950457,10.1133354374, 2.0946407640
H, -2.7514205415, 6.9695762696, 2.0380354471
H, -1.5752947513, 7.6543699219, 2.7115793210
H,  4.9304174956, 5.9575563776, 3.4413274889
H,  5.7382500136, 4.7558986265, 2.9251328332
H,  5.4624501426, 2.5303930634, 5.5351810623
H,  6.5134506557, 1.4541163108, 5.4426645826
H,  6.8394045284, 9.2076638055, 6.9516718968
H,  7.3296907988, 7.7042686850, 7.1226097946
H,  8.7502691159, 2.3113245601, 0.8759935981
H,  8.8337369217, 3.4038885466, 1.9711004804
H,  5.3971781129,14.4626423910, 3.1492536724
H,  4.6542663607,14.9773653754, 1.7879006173
H,  5.2151812586,10.7759467033, 3.3006177936
H,  6.6029533052,11.3715415927, 3.6738642285
H,  9.6223977769, 4.2212130725, 5.7749158935
H,  8.2208205245, 3.3765495581, 5.2804848903
H, 10.2789554356,14.0157275236, 2.5247406535
H, 10.8545333227,13.1935063007, 3.8829990864
H,  9.4706667510, 3.0792620507,10.4282752020
H, 10.7039178171, 3.8906699120,10.8057735253
H,  3.2728007952,11.5604936814,14.0830258780
H,  4.5396259181,12.5557310220,14.2305390270
H, 14.4848720797, 9.7148434649, 4.9750288199
H, 14.4437084658, 8.2935936479, 5.5894114603
H, 16.1003020941, 8.2772158640, 7.4547651687
H, 15.8157756696, 9.8636566411, 7.6868543404
